,City,Date,AVG Temperature °C,MIN Temp °C,MAX Temp °C,Dew point,Humidity,Visibility km,AVG Wind km/h,MAX Wind km/h,Wind gust km/h,Pressure mb,AVG Pressure mb,Rain mm,Phenomenas
4214,Verona,2015-07-16,29.0,22.0,35.0,20.0,59.0,7,7,15,0,1017.0,0.0,0.0,
4215,Verona,2015-07-17,30.0,24.0,36.0,20.0,55.0,9,8,15,0,1017.0,0.0,0.0,
4216,Verona,2015-07-18,29.0,22.0,35.0,18.0,50.0,10,7,15,0,1015.0,0.0,0.0,
4217,Verona,2015-07-19,30.0,23.0,36.0,19.0,53.0,9,7,13,0,1012.0,0.0,0.0,
4218,Verona,2015-07-20,29.0,22.0,35.0,20.0,57.0,9,7,19,0,1011.0,0.0,0.0,
4219,Verona,2015-07-21,30.0,24.0,37.0,19.0,53.0,8,6,9,0,1013.0,0.0,0.0,
4220,Verona,2015-07-22,31.0,25.0,37.0,19.0,51.0,10,7,11,0,1012.0,0.0,0.0,
4221,Verona,2015-07-23,29.0,22.0,36.0,20.0,59.0,10,7,11,0,1009.0,0.0,0.0,
4222,Verona,2015-07-24,29.0,22.0,34.0,18.0,55.0,10,9,26,48,1009.0,0.0,0.0,rain thunderstorm
4223,Verona,2015-07-25,28.0,23.0,32.0,18.0,57.0,10,11,19,0,1007.0,0.0,0.0,rain
4224,Verona,2015-07-26,26.0,22.0,28.0,16.0,57.0,10,12,22,0,1010.0,0.0,0.0,rain
4225,Verona,2015-07-27,26.0,19.0,32.0,18.0,67.0,10,10,17,33,1006.0,0.0,0.0,rain
4226,Verona,2015-07-28,27.0,22.0,31.0,18.0,61.0,10,9,15,0,1006.0,0.0,0.0,
4227,Verona,2015-07-29,26.0,20.0,32.0,19.0,68.0,10,8,20,0,1006.0,0.0,0.0,
4228,Verona,2015-07-30,24.0,20.0,28.0,17.0,66.0,10,13,20,0,1009.0,0.0,0.0,rain thunderstorm
4229,Verona,2015-07-31,23.0,18.0,27.0,13.0,55.0,10,14,26,0,1013.0,0.0,0.0,rain thunderstorm
4230,Verona,2015-08-01,21.0,19.0,25.0,15.0,70.0,10,10,20,0,1015.0,0.0,0.0,rain
4231,Verona,2015-08-02,22.0,17.0,28.0,18.0,77.0,9,6,11,0,1016.0,0.0,0.0,rain
4232,Verona,2015-08-03,25.0,18.0,31.0,18.0,66.0,10,6,9,0,1016.0,0.0,0.0,
4233,Verona,2015-08-04,27.0,20.0,33.0,18.0,60.0,10,7,13,0,1014.0,0.0,0.0,
4234,Verona,2015-08-05,28.0,22.0,34.0,19.0,58.0,10,6,15,0,1015.0,0.0,0.0,
4235,Verona,2015-08-06,29.0,20.0,35.0,19.0,57.0,0,6,9,0,1015.0,0.0,0.0,
4236,Verona,2015-08-07,29.0,22.0,35.0,19.0,54.0,10,8,15,0,1015.0,0.0,0.0,
4237,Verona,2015-08-08,30.0,24.0,36.0,18.0,52.0,10,6,17,0,1016.0,0.0,0.0,
4238,Verona,2015-08-09,29.0,23.0,34.0,18.0,52.0,10,8,19,0,1014.0,0.0,0.0,
4239,Verona,2015-08-10,25.0,21.0,32.0,18.0,64.0,10,13,26,0,1013.0,0.0,0.0,
4240,Verona,2015-08-11,26.0,18.0,33.0,15.0,55.0,10,7,15,0,1013.0,0.0,0.0,
4241,Verona,2015-08-12,28.0,19.0,35.0,15.0,47.0,10,7,11,0,1016.0,0.0,0.0,
4242,Verona,2015-08-13,28.0,19.0,35.0,15.0,47.0,0,6,9,0,1014.0,0.0,0.0,
4243,Verona,2015-08-14,27.0,20.0,33.0,16.0,52.0,10,8,17,0,1009.0,0.0,0.0,thunderstorm
4244,Verona,2015-08-15,25.0,19.0,30.0,17.0,65.0,10,9,19,0,1008.0,0.0,0.0,rain
4245,Verona,2015-08-16,21.0,19.0,25.0,17.0,80.0,10,7,19,0,1008.0,0.0,0.0,rain thunderstorm
4246,Verona,2015-08-17,23.0,18.0,29.0,16.0,68.0,10,9,15,0,1007.0,0.0,0.0,
4247,Verona,2015-08-18,23.0,17.0,29.0,16.0,67.0,10,6,13,0,1011.0,0.0,0.0,thunderstorm
4248,Verona,2015-08-19,19.0,17.0,22.0,16.0,83.0,10,8,17,0,1014.0,0.0,0.0,rain
4249,Verona,2015-08-20,23.0,16.0,29.0,14.0,64.0,10,9,26,0,1018.0,0.0,0.0,
4250,Verona,2015-08-21,21.0,17.0,26.0,15.0,71.0,10,9,22,0,1021.0,0.0,0.0,rain thunderstorm
4251,Verona,2015-08-22,,,,,,,,,,,,,
4252,Verona,2015-08-23,21.0,16.0,25.0,14.0,65.0,10,6,13,0,1014.0,0.0,0.0,rain
4253,Verona,2015-08-24,21.0,19.0,24.0,16.0,73.0,10,11,20,0,1012.0,0.0,0.0,rain
4254,Verona,2015-08-25,23.0,18.0,29.0,18.0,77.0,9,6,11,0,1014.0,0.0,0.0,rain and fog
4255,Verona,2015-08-26,23.0,17.0,29.0,17.0,69.0,10,6,9,0,1018.0,0.0,0.0,
4256,Verona,2015-08-27,24.0,18.0,31.0,16.0,64.0,10,6,9,0,1017.0,0.0,0.0,
4257,Verona,2015-08-28,25.0,18.0,32.0,17.0,62.0,10,6,11,0,1019.0,0.0,0.0,
4258,Verona,2015-08-29,26.0,20.0,33.0,18.0,64.0,0,6,11,0,1021.0,0.0,0.0,
4259,Verona,2015-08-30,27.0,19.0,34.0,16.0,55.0,0,7,13,0,1020.0,0.0,0.0,
4260,Verona,2015-08-31,25.0,18.0,34.0,14.0,54.0,10,7,13,0,1016.0,0.0,0.0,
4261,Verona,2015-09-01,24.0,16.0,32.0,14.0,56.0,10,8,20,0,1012.0,0.0,0.0,
4262,Verona,2015-09-02,23.0,17.0,30.0,16.0,68.0,10,6,13,0,1011.0,0.0,0.0,rain thunderstorm
4263,Verona,2015-09-03,23.0,19.0,27.0,15.0,63.0,10,7,15,0,1011.0,0.0,0.0,
4264,Verona,2015-09-04,22.0,15.0,28.0,14.0,61.0,10,6,11,0,1011.0,0.0,0.0,
4265,Verona,2015-09-05,20.0,16.0,25.0,13.0,66.0,10,9,22,0,1010.0,0.0,0.0,rain thunderstorm
4266,Verona,2015-09-06,18.0,10.0,25.0,8.0,59.0,10,7,15,0,1017.0,0.0,0.0,
4267,Verona,2015-09-07,19.0,12.0,25.0,8.0,54.0,10,9,19,0,1019.0,0.0,0.0,
4268,Verona,2015-09-08,19.0,12.0,25.0,9.0,53.0,10,7,11,0,1020.0,0.0,0.0,
4269,Verona,2015-09-09,18.0,12.0,24.0,9.0,57.0,10,9,15,0,1017.0,0.0,0.0,
4270,Verona,2015-09-10,20.0,16.0,23.0,8.0,48.0,10,8,15,0,1017.0,0.0,0.0,
4271,Verona,2015-09-11,19.0,15.0,24.0,10.0,55.0,10,7,13,0,1019.0,0.0,0.0,rain
4272,Verona,2015-09-12,20.0,13.0,27.0,11.0,59.0,10,7,15,0,1021.0,0.0,0.0,
4273,Verona,2015-09-13,20.0,16.0,23.0,16.0,78.0,10,10,22,0,1016.0,0.0,0.0,rain thunderstorm
4274,Verona,2015-09-14,22.0,17.0,28.0,18.0,79.0,10,11,22,0,1009.0,0.0,0.0,rain thunderstorm
4275,Verona,2015-09-15,21.0,16.0,27.0,15.0,70.0,10,8,19,0,1011.0,0.0,0.0,
4276,Verona,2015-09-16,22.0,17.0,26.0,15.0,68.0,10,8,11,0,1010.0,0.0,0.0,rain
4277,Verona,2015-09-17,23.0,17.0,29.0,18.0,74.0,10,10,19,0,1009.0,0.0,0.0,
4278,Verona,2015-09-18,23.0,17.0,29.0,14.0,63.0,10,10,22,0,1013.0,0.0,0.0,
4279,Verona,2015-09-19,20.0,13.0,27.0,11.0,63.0,0,5,11,0,1015.0,0.0,0.0,
4280,Verona,2015-09-20,20.0,14.0,26.0,12.0,64.0,10,7,15,0,1015.0,0.0,0.0,rain thunderstorm
4281,Verona,2015-09-21,19.0,14.0,24.0,11.0,61.0,10,9,19,0,1015.0,0.0,0.0,
4282,Verona,2015-09-22,18.0,13.0,22.0,10.0,59.0,10,6,11,0,1010.0,0.0,0.0,
4283,Verona,2015-09-23,17.0,14.0,20.0,10.0,62.0,10,16,43,0,1005.0,0.0,0.0,rain
4284,Verona,2015-09-24,15.0,11.0,19.0,11.0,78.0,10,7,13,0,1013.0,0.0,0.0,rain
4285,Verona,2015-09-25,17.0,11.0,25.0,12.0,71.0,10,6,13,0,1014.0,0.0,0.0,
4286,Verona,2015-09-26,18.0,13.0,23.0,13.0,75.0,10,7,13,0,1018.0,0.0,0.0,
4287,Verona,2015-09-27,17.0,14.0,20.0,12.0,71.0,10,8,15,0,1022.0,0.0,0.0,rain
4288,Verona,2015-09-28,17.0,11.0,20.0,6.0,51.0,10,11,19,0,1026.0,0.0,0.0,
4289,Verona,2015-09-29,17.0,14.0,20.0,4.0,43.0,10,12,20,0,1027.0,0.0,0.0,
4290,Verona,2015-09-30,15.0,10.0,18.0,4.0,50.0,10,12,22,0,1027.0,0.0,0.0,
4291,Verona,2015-10-01,14.0,9.0,17.0,5.0,56.0,10,9,20,0,1026.0,0.0,0.0,rain
4292,Verona,2015-10-02,16.0,15.0,18.0,8.0,57.0,10,15,24,35,1023.0,0.0,0.0,rain
4293,Verona,2015-10-03,17.0,14.0,21.0,14.0,82.0,10,7,15,0,1021.0,0.0,0.0,rain
4294,Verona,2015-10-04,17.0,13.0,21.0,15.0,87.0,9,8,15,0,1018.0,0.0,0.0,rain thunderstorm
4295,Verona,2015-10-05,16.0,11.0,22.0,13.0,81.0,9,4,7,0,1016.0,0.0,0.0,fog
4296,Verona,2015-10-06,17.0,16.0,19.0,15.0,90.0,6,5,13,0,1012.0,0.0,0.0,rain
4297,Verona,2015-10-07,18.0,15.0,23.0,15.0,86.0,6,5,11,0,1010.0,0.0,0.0,rain thunderstorm fog
4298,Verona,2015-10-08,18.0,15.0,22.0,15.0,83.0,10,6,11,0,1015.0,0.0,0.0,rain
4299,Verona,2015-10-09,17.0,14.0,21.0,13.0,78.0,10,7,11,0,1017.0,0.0,0.0,
4300,Verona,2015-10-10,16.0,13.0,19.0,12.0,75.0,10,8,20,0,1011.0,0.0,0.0,
4301,Verona,2015-10-11,16.0,13.0,21.0,12.0,75.0,10,9,17,0,1007.0,0.0,0.0,
4302,Verona,2015-10-12,17.0,11.0,21.0,11.0,72.0,10,8,11,0,1013.0,0.0,0.0,
4303,Verona,2015-10-13,14.0,14.0,15.0,14.0,96.0,7,6,13,0,1013.0,0.0,0.0,rain
4304,Verona,2015-10-14,15.0,14.0,16.0,14.0,96.0,8,7,17,0,1007.0,0.0,0.0,rain
4305,Verona,2015-10-15,14.0,11.0,17.0,11.0,84.0,10,9,17,0,1008.0,0.0,0.0,rain
4306,Verona,2015-10-16,11.0,7.0,13.0,7.0,80.0,10,7,20,0,1013.0,0.0,0.0,rain thunderstorm
4307,Verona,2015-10-17,11.0,6.0,16.0,8.0,80.0,10,5,11,0,1018.0,0.0,0.0,
4308,Verona,2015-10-18,12.0,11.0,14.0,10.0,90.0,8,5,17,0,1017.0,0.0,0.0,rain
4309,Verona,2015-10-19,13.0,11.0,17.0,11.0,85.0,6,7,15,0,1014.0,0.0,0.0,rain
4310,Verona,2015-10-20,11.0,5.0,17.0,6.0,74.0,10,6,11,0,1016.0,0.0,0.0,
4311,Verona,2015-10-21,10.0,4.0,18.0,4.0,69.0,0,6,13,0,1017.0,0.0,0.0,
4312,Verona,2015-10-22,10.0,4.0,16.0,4.0,70.0,10,7,11,0,1015.0,0.0,0.0,
4313,Verona,2015-10-23,10.0,5.0,17.0,6.0,78.0,0,7,13,0,1020.0,0.0,0.0,
4314,Verona,2015-10-24,11.0,4.0,18.0,7.0,79.0,8,5,7,0,1022.0,0.0,0.0,
4315,Verona,2015-10-25,11.0,5.0,17.0,8.0,83.0,8,4,6,0,1022.0,0.0,0.0,
4316,Verona,2015-10-26,12.0,5.0,20.0,8.0,77.0,8,10,100,0,1021.0,0.0,0.0,
4317,Verona,2015-10-27,12.0,5.0,18.0,8.0,82.0,8,5,7,0,1020.0,0.0,0.0,
4318,Verona,2015-10-28,13.0,12.0,14.0,11.0,92.0,6,7,17,0,1017.0,0.0,0.0,rain
4319,Verona,2015-10-29,13.0,12.0,14.0,12.0,97.0,7,7,19,0,1015.0,0.0,0.0,rain
4320,Verona,2015-10-30,14.0,9.0,20.0,11.0,86.0,10,5,9,0,1023.0,0.0,0.0,fog
4321,Verona,2015-10-31,12.0,6.0,18.0,7.0,73.0,0,9,19,0,1029.0,0.0,0.0,
4322,Verona,2015-11-01,10.0,5.0,18.0,5.0,74.0,0,6,11,0,1033.0,0.0,0.0,
4323,Verona,2015-11-02,9.0,3.0,16.0,5.0,78.0,0,7,11,0,1032.0,0.0,0.0,
4324,Verona,2015-11-03,9.0,2.0,17.0,5.0,78.0,9,6,9,0,1029.0,0.0,0.0,
4325,Verona,2015-11-04,11.0,6.0,16.0,9.0,88.0,6,5,9,0,1023.0,0.0,0.0,
4326,Verona,2015-11-05,11.0,5.0,18.0,8.0,83.0,7,5,7,0,1021.0,0.0,0.0,
4327,Verona,2015-11-06,12.0,6.0,20.0,8.0,80.0,8,5,11,0,1024.0,0.0,0.0,
4328,Verona,2015-11-07,12.0,5.0,20.0,8.0,81.0,8,6,11,0,1027.0,0.0,0.0,
4329,Verona,2015-11-08,12.0,6.0,21.0,8.0,81.0,9,5,11,0,1029.0,0.0,0.0,
4330,Verona,2015-11-09,12.0,5.0,19.0,9.0,86.0,8,7,17,0,1026.0,0.0,0.0,fog
4331,Verona,2015-11-10,9.0,6.0,17.0,8.0,95.0,3,4,7,0,1025.0,0.0,0.0,fog
4332,Verona,2015-11-11,7.0,5.0,11.0,7.0,99.0,0,3,4,0,1024.0,0.0,0.0,fog
4333,Verona,2015-11-12,9.0,3.0,19.0,8.0,91.0,5,3,7,0,1025.0,0.0,0.0,fog
4334,Verona,2015-11-13,8.0,6.0,9.0,8.0,100.0,0,5,9,0,1027.0,0.0,0.0,fog
4335,Verona,2015-11-14,9.0,5.0,13.0,8.0,95.0,3,5,7,0,1026.0,0.0,0.0,fog
4336,Verona,2015-11-15,8.0,5.0,12.0,7.0,94.0,3,6,13,0,1021.0,0.0,0.0,fog
4337,Verona,2015-11-16,9.0,7.0,11.0,8.0,90.0,4,4,7,0,1020.0,0.0,0.0,
4338,Verona,2015-11-17,9.0,9.0,10.0,8.0,95.0,2,5,9,0,1020.0,0.0,0.0,fog
4339,Verona,2015-11-18,10.0,9.0,11.0,10.0,99.0,2,4,7,0,1022.0,0.0,0.0,fog
4340,Verona,2015-11-19,11.0,10.0,12.0,10.0,96.0,3,4,9,0,1023.0,0.0,0.0,fog
4341,Verona,2015-11-20,11.0,10.0,13.0,10.0,94.0,4,7,13,0,1013.0,0.0,0.0,
4342,Verona,2015-11-21,9.0,5.0,11.0,8.0,93.0,4,10,32,50,992.0,0.0,0.0,rain and fog
4343,Verona,2015-11-22,5.0,2.0,10.0,3.0,85.0,10,7,13,0,1002.0,0.0,0.0,
4344,Verona,2015-11-23,5.0,1.0,8.0,3.0,85.0,10,7,13,0,1019.0,0.0,0.0,rain
4345,Verona,2015-11-24,4.0,0.0,9.0,1.0,75.0,10,6,11,0,1023.0,0.0,0.0,
4346,Verona,2015-11-25,2.0,-1.0,5.0,1.0,85.0,9,5,9,0,1011.0,0.0,0.0,
4347,Verona,2015-11-26,4.0,-2.0,9.0,2.0,79.0,10,6,13,0,1006.0,0.0,0.0,
4348,Verona,2015-11-27,3.0,-2.0,11.0,2.0,78.0,0,7,17,0,1012.0,0.0,0.0,
4349,Verona,2015-11-28,2.0,-3.0,8.0,2.0,86.0,9,6,9,0,1013.0,0.0,0.0,
4350,Verona,2015-11-29,2.0,-2.0,10.0,2.0,84.0,5,6,13,0,1023.0,0.0,0.0,
4351,Verona,2015-11-30,1.0,-3.0,7.0,2.0,89.0,5,5,9,0,1025.0,0.0,0.0,
4352,Verona,2015-12-01,3.0,-2.0,9.0,3.0,89.0,4,6,11,0,1025.0,0.0,0.0,
4353,Verona,2015-12-02,5.0,-1.0,13.0,4.0,85.0,6,6,11,0,1029.0,0.0,0.0,fog
4354,Verona,2015-12-03,2.0,-1.0,5.0,3.0,100.0,0,4,9,0,1032.0,0.0,0.0,fog
4355,Verona,2015-12-04,4.0,0.0,6.0,4.0,100.0,0,4,9,0,1034.0,0.0,0.0,fog
4356,Verona,2015-12-05,6.0,3.0,11.0,5.0,94.0,3,7,19,0,1036.0,0.0,0.0,fog
4357,Verona,2015-12-06,5.0,1.0,7.0,5.0,96.0,2,4,6,0,1036.0,0.0,0.0,fog
4358,Verona,2015-12-07,4.0,-1.0,8.0,4.0,98.0,1,4,7,0,1037.0,0.0,0.0,fog
4359,Verona,2015-12-08,5.0,1.0,11.0,4.0,97.0,2,4,7,0,1034.0,0.0,0.0,fog
4360,Verona,2015-12-09,3.0,0.0,6.0,3.0,99.0,1,4,11,0,1033.0,0.0,0.0,fog
4361,Verona,2015-12-10,2.0,1.0,5.0,2.0,99.0,0,4,7,0,1035.0,0.0,0.0,fog
4362,Verona,2015-12-11,0.0,-2.0,2.0,2.0,100.0,1,3,6,0,1030.0,0.0,0.0,fog
4363,Verona,2015-12-12,1.0,-2.0,6.0,2.0,97.0,2,4,7,0,1027.0,0.0,0.0,fog
4364,Verona,2015-12-13,3.0,0.0,6.0,2.0,92.0,6,4,9,0,1024.0,0.0,0.0,fog
4365,Verona,2015-12-14,3.0,0.0,9.0,2.0,79.0,10,6,11,0,1025.0,0.0,0.0,
4366,Verona,2015-12-15,2.0,-2.0,9.0,2.0,83.0,9,5,9,0,1027.0,0.0,0.0,
4367,Verona,2015-12-16,5.0,1.0,13.0,3.0,80.0,7,4,7,0,1030.0,0.0,0.0,
4368,Verona,2015-12-17,5.0,0.0,12.0,3.0,83.0,7,4,9,0,1030.0,0.0,0.0,
4369,Verona,2015-12-18,4.0,-1.0,11.0,4.0,89.0,6,5,11,0,1028.0,0.0,0.0,fog
4370,Verona,2015-12-19,4.0,-1.0,12.0,4.0,91.0,7,4,7,0,1027.0,0.0,0.0,fog
4371,Verona,2015-12-20,3.0,-2.0,10.0,3.0,90.0,6,3,7,0,1029.0,0.0,0.0,fog
4372,Verona,2015-12-21,3.0,-2.0,6.0,4.0,97.0,1,4,7,0,1032.0,0.0,0.0,fog
4373,Verona,2015-12-22,5.0,2.0,7.0,4.0,98.0,1,4,7,0,1035.0,0.0,0.0,fog
4374,Verona,2015-12-23,5.0,3.0,6.0,4.0,99.0,1,4,9,0,1033.0,0.0,0.0,fog
4375,Verona,2015-12-24,7.0,4.0,9.0,5.0,91.0,5,6,13,0,1032.0,0.0,0.0,rain and fog
4376,Verona,2015-12-25,4.0,1.0,6.0,4.0,99.0,1,3,7,0,1036.0,0.0,0.0,fog
4377,Verona,2015-12-26,4.0,2.0,6.0,4.0,99.0,1,5,9,0,1035.0,0.0,0.0,fog
4378,Verona,2015-12-27,2.0,1.0,3.0,2.0,100.0,0,3,7,0,1034.0,0.0,0.0,fog
4379,Verona,2015-12-28,1.0,0.0,1.0,1.0,100.0,1,4,9,0,1034.0,0.0,0.0,fog
4380,Verona,2015-12-29,0.0,0.0,0.0,0.0,0.0,0,4,7,0,0.0,0.0,0.0,fog
4381,Verona,2015-12-30,7.0,0.0,10.0,2.0,70.0,7,8,19,0,1031.0,0.0,0.0,fog
4382,Verona,2015-12-31,4.0,1.0,6.0,0.0,70.0,10,5,13,0,1029.0,0.0,0.0,
4383,Verona,2016-01-01,1.0,-3.0,6.0,1.0,88.0,6,5,9,0,1026.0,0.0,0.0,fog
4384,Verona,2016-01-02,0.0,-4.0,2.0,1.0,98.0,2,5,11,0,1019.0,0.0,0.0,rain snow fog
4385,Verona,2016-01-03,2.0,1.0,6.0,2.0,96.0,3,7,15,0,1010.0,0.0,0.0,rain and fog
4386,Verona,2016-01-04,2.0,0.0,3.0,1.0,94.0,5,8,19,0,1000.0,0.0,0.0,rain snow
4387,Verona,2016-01-05,3.0,1.0,4.0,2.0,94.0,4,6,9,0,1001.0,0.0,0.0,snow
4388,Verona,2016-01-06,4.0,2.0,9.0,2.0,91.0,2,8,19,0,1001.0,0.0,0.0,rain and fog
4389,Verona,2016-01-07,0.0,-4.0,5.0,1.0,93.0,7,4,9,0,1003.0,0.0,0.0,fog
4390,Verona,2016-01-08,3.0,-3.0,8.0,3.0,86.0,8,6,9,0,1009.0,0.0,0.0,
4391,Verona,2016-01-09,5.0,4.0,6.0,4.0,96.0,5,4,7,0,1008.0,0.0,0.0,rain and fog
4392,Verona,2016-01-10,6.0,4.0,7.0,6.0,97.0,4,7,19,0,1004.0,0.0,0.0,fog
4393,Verona,2016-01-11,8.0,5.0,11.0,7.0,95.0,6,9,28,0,997.0,0.0,0.0,rain and fog
4394,Verona,2016-01-12,7.0,3.0,12.0,3.0,76.0,9,18,37,0,1001.0,0.0,0.0,
4395,Verona,2016-01-13,5.0,0.0,12.0,1.0,68.0,10,14,41,52,1012.0,0.0,0.0,
4396,Verona,2016-01-14,2.0,-3.0,4.0,3.0,90.0,5,6,13,0,1015.0,0.0,0.0,rain
4397,Verona,2016-01-15,3.0,0.0,9.0,1.0,82.0,7,13,26,0,1009.0,0.0,0.0,
4398,Verona,2016-01-16,4.0,-3.0,11.0,0.0,51.0,10,12,26,0,1013.0,0.0,0.0,
4399,Verona,2016-01-17,3.0,-5.0,8.0,0.0,43.0,10,13,43,41,1016.0,0.0,0.0,
4400,Verona,2016-01-18,1.0,-4.0,6.0,0.0,34.0,10,8,15,0,1019.0,0.0,0.0,
4401,Verona,2016-01-19,-2.0,-6.0,4.0,0.0,57.0,9,6,11,0,1017.0,0.0,0.0,
4402,Verona,2016-01-20,-1.0,-5.0,5.0,0.0,64.0,10,7,15,0,1018.0,0.0,0.0,
4403,Verona,2016-01-21,-1.0,-6.0,6.0,0.0,67.0,8,6,9,0,1023.0,0.0,0.0,
4404,Verona,2016-01-22,1.0,-3.0,6.0,0.0,72.0,10,5,13,0,1032.0,0.0,0.0,
4405,Verona,2016-01-23,1.0,-3.0,7.0,0.0,80.0,5,6,11,0,1033.0,0.0,0.0,
4406,Verona,2016-01-24,0.0,-5.0,6.0,1.0,87.0,4,5,9,0,1035.0,0.0,0.0,
4407,Verona,2016-01-25,2.0,-2.0,8.0,2.0,83.0,4,5,11,0,1032.0,0.0,0.0,
4408,Verona,2016-01-26,3.0,-3.0,9.0,1.0,82.0,4,5,9,0,1030.0,0.0,0.0,
4409,Verona,2016-01-27,4.0,-1.0,9.0,3.0,83.0,4,5,9,0,1029.0,0.0,0.0,
4410,Verona,2016-01-28,7.0,6.0,10.0,4.0,81.0,3,5,9,0,1028.0,0.0,0.0,
4411,Verona,2016-01-29,8.0,6.0,13.0,5.0,82.0,3,5,11,0,1030.0,0.0,0.0,
4412,Verona,2016-01-30,7.0,6.0,9.0,6.0,90.0,2,4,7,0,1027.0,0.0,0.0,rain and fog
4413,Verona,2016-01-31,6.0,5.0,7.0,6.0,99.0,0,4,9,0,1016.0,0.0,0.0,fog
4414,Verona,2016-02-01,7.0,4.0,10.0,6.0,95.0,1,6,9,0,1022.0,0.0,0.0,fog
4415,Verona,2016-02-02,7.0,3.0,9.0,6.0,99.0,1,5,7,0,1026.0,0.0,0.0,fog
4416,Verona,2016-02-03,8.0,5.0,9.0,7.0,96.0,3,7,26,0,1016.0,0.0,0.0,rain and fog
4417,Verona,2016-02-04,5.0,0.0,10.0,2.0,78.0,10,10,19,0,1022.0,0.0,0.0,fog
4418,Verona,2016-02-05,5.0,-2.0,12.0,2.0,71.0,0,8,17,0,1025.0,0.0,0.0,
4419,Verona,2016-02-06,5.0,1.0,11.0,3.0,76.0,10,8,13,0,1028.0,0.0,0.0,
4420,Verona,2016-02-07,10.0,9.0,10.0,7.0,83.0,8,18,22,0,1013.0,0.0,0.0,rain
4421,Verona,2016-02-08,8.0,6.0,10.0,7.0,94.0,7,7,11,0,1015.0,0.0,0.0,rain and fog
4422,Verona,2016-02-09,8.0,6.0,10.0,7.0,93.0,4,9,19,0,1009.0,0.0,0.0,rain
4423,Verona,2016-02-10,8.0,1.0,13.0,4.0,61.0,7,18,35,0,996.0,0.0,0.0,rain
4424,Verona,2016-02-11,4.0,-2.0,12.0,0.0,65.0,10,6,13,0,1007.0,0.0,0.0,
4425,Verona,2016-02-12,6.0,2.0,10.0,2.0,76.0,9,8,15,0,1004.0,0.0,0.0,rain
4426,Verona,2016-02-13,5.0,2.0,9.0,3.0,84.0,7,14,26,0,997.0,0.0,0.0,
4427,Verona,2016-02-14,5.0,1.0,7.0,4.0,94.0,4,8,15,0,995.0,0.0,0.0,rain
4428,Verona,2016-02-15,7.0,4.0,11.0,6.0,89.0,7,7,19,0,1004.0,0.0,0.0,rain
4429,Verona,2016-02-16,9.0,7.0,12.0,5.0,76.0,10,14,26,35,1021.0,0.0,0.0,rain
4430,Verona,2016-02-17,7.0,6.0,8.0,5.0,90.0,8,7,17,0,1019.0,0.0,0.0,rain
4431,Verona,2016-02-18,8.0,4.0,13.0,5.0,78.0,9,15,28,0,1014.0,0.0,0.0,
4432,Verona,2016-02-19,9.0,2.0,13.0,3.0,69.0,9,13,26,0,1015.0,0.0,0.0,
4433,Verona,2016-02-20,7.0,2.0,12.0,2.0,72.0,10,12,22,0,1024.0,0.0,0.0,
4434,Verona,2016-02-21,7.0,0.0,13.0,3.0,74.0,10,7,17,0,1022.0,0.0,0.0,
4435,Verona,2016-02-22,9.0,5.0,13.0,5.0,79.0,6,6,13,0,1019.0,0.0,0.0,
4436,Verona,2016-02-23,10.0,5.0,14.0,7.0,83.0,5,6,15,0,1011.0,0.0,0.0,fog
4437,Verona,2016-02-24,8.0,3.0,12.0,4.0,73.0,7,10,26,0,1014.0,0.0,0.0,rain and fog
4438,Verona,2016-02-25,7.0,3.0,10.0,2.0,68.0,10,8,20,0,1011.0,0.0,0.0,
4439,Verona,2016-02-26,5.0,-1.0,10.0,2.0,75.0,8,13,26,0,1010.0,0.0,0.0,rain and fog
4440,Verona,2016-02-27,7.0,6.0,9.0,4.0,69.0,10,16,26,0,1008.0,0.0,0.0,rain
4441,Verona,2016-02-28,12.0,10.0,13.0,8.0,77.0,10,24,37,52,1006.0,0.0,0.0,rain
4442,Verona,2016-02-29,10.0,9.0,11.0,7.0,81.0,10,22,39,70,1003.0,0.0,0.0,rain
4443,Verona,2016-03-01,10.0,5.0,14.0,7.0,84.0,8,6,11,0,1011.0,0.0,0.0,fog
4444,Verona,2016-03-02,9.0,4.0,14.0,5.0,75.0,10,12,24,0,1008.0,0.0,0.0,rain
4445,Verona,2016-03-03,7.0,3.0,10.0,2.0,68.0,9,20,46,63,996.0,0.0,0.0,rain
4446,Verona,2016-03-04,7.0,2.0,13.0,1.0,66.0,10,11,30,0,1004.0,0.0,0.0,
4447,Verona,2016-03-05,8.0,5.0,10.0,4.0,78.0,9,18,33,56,999.0,0.0,0.0,rain
4448,Verona,2016-03-06,5.0,2.0,10.0,4.0,92.0,6,7,17,0,1000.0,0.0,0.0,fog
4449,Verona,2016-03-07,5.0,2.0,10.0,4.0,90.0,6,7,15,0,1002.0,0.0,0.0,rain
4450,Verona,2016-03-08,5.0,1.0,9.0,3.0,86.0,10,12,22,0,1008.0,0.0,0.0,rain
4451,Verona,2016-03-09,7.0,4.0,10.0,3.0,76.0,10,7,17,0,1010.0,0.0,0.0,rain
4452,Verona,2016-03-10,9.0,3.0,15.0,3.0,66.0,9,7,13,0,1010.0,0.0,0.0,
4453,Verona,2016-03-11,10.0,5.0,14.0,4.0,70.0,10,7,15,0,1016.0,0.0,0.0,
4454,Verona,2016-03-12,11.0,7.0,15.0,4.0,64.0,10,8,19,0,1019.0,0.0,0.0,
