,LOCALITA,DATA,TMEDIA Â°C,TMIN Â°C,TMAX Â°C,PUNTORUGIADA Â°C,UMIDITA %,VISIBILITA km,VENTOMEDIA km/h,VENTOMAX km/h,RAFFICA km/h,PRESSIONESLM mb,PRESSIONEMEDIA mb,PIOGGIA mm,FENOMENI,,,,,,,,,,,,,,,,,,,,,,,,,,,
3618,Verona,27/11/2013,"""6""","""2""","""10""","""1""","""42""","""11""","""17""","""30""","""48""","""1026""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
3619,Verona,28/11/2013,"""3""","""-2""","""8""","""0""","""70""","""13""","""6""","""11""","""0""","""1030""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
3620,Verona,29/11/2013,"""2""","""-3""","""8""","""0""","""81""","""7""","""5""","""9""","""0""","""1025""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
3621,Verona,30/11/2013,"""3""","""1""","""5""","""2""","""88""","""5""","""6""","""13""","""0""","""1018""","""0""","""0""","""pioggia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3622,Verona,1/12/2013,"""5""","""0""","""11""","""1""","""70""","""14""","""7""","""13""","""0""","""1022""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
3623,Verona,2/12/2013,"""7""","""3""","""12""","""1""","""61""","""12""","""9""","""22""","""0""","""1026""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
3624,Verona,3/12/2013,"""5""","""0""","""12""","""2""","""70""","""14""","""5""","""13""","""0""","""1029""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
3625,Verona,4/12/2013,"""3""","""-2""","""10""","""2""","""82""","""8""","""4""","""11""","""0""","""1025""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
3626,Verona,5/12/2013,"""3""","""-2""","""10""","""1""","""78""","""8""","""6""","""11""","""0""","""1022""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
3627,Verona,6/12/2013,"""3""","""-1""","""10""","""2""","""81""","""5""","""8""","""13""","""0""","""1013""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
3628,Verona,7/12/2013,"""3""","""-2""","""10""","""2""","""84""","""5""","""7""","""13""","""0""","""1022""","""0""","""0""","""nebbia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3629,Verona,8/12/2013,"""2""","""-2""","""10""","""0""","""87""","""3""","""7""","""15""","""0""","""1028""","""0""","""0""","""nebbia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3630,Verona,9/12/2013,"""2""","""-1""","""8""","""2""","""90""","""1""","""4""","""13""","""0""","""1030""","""0""","""0""","""nebbia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3631,Verona,10/12/2013,"""2""","""-2""","""8""","""2""","""88""","""2""","""6""","""9""","""0""","""1034""","""0""","""0""","""nebbia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3632,Verona,11/12/2013,"""0""","""-3""","""2""","""1""","""96""","""1""","""5""","""11""","""0""","""1036""","""0""","""0""","""nebbia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3633,Verona,12/12/2013,"""0""","""-2""","""5""","""2""","""92""","""0""","""5""","""11""","""0""","""1033""","""0""","""0""","""nebbia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3634,Verona,13/12/2013,"""0""","""-2""","""2""","""-1""","""92""","""0""","""3""","""6""","""0""","""1027""","""0""","""0""","""nebbia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3635,Verona,14/12/2013,"""-1""","""-5""","""3""","""1""","""89""","""0""","""3""","""7""","""0""","""1027""","""0""","""0""","""nebbia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3636,Verona,15/12/2013,"""0""","""-3""","""6""","""2""","""89""","""1""","""5""","""15""","""0""","""1033""","""0""","""0""","""nebbia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3637,Verona,16/12/2013,"""1""","""-5""","""9""","""2""","""86""","""2""","""5""","""9""","""0""","""1035""","""0""","""0""","""nebbia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3638,Verona,17/12/2013,"""3""","""-2""","""12""","""2""","""79""","""5""","""4""","""9""","""0""","""1033""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
3639,Verona,18/12/2013,"""2""","""-2""","""8""","""1""","""84""","""4""","""4""","""11""","""0""","""1027""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
3640,Verona,19/12/2013,"""3""","""-2""","""6""","""1""","""77""","""5""","""5""","""9""","""0""","""1023""","""0""","""0""","""pioggia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3641,Verona,20/12/2013,"""6""","""5""","""8""","""5""","""88""","""5""","""5""","""9""","""0""","""1028""","""0""","""0""","""pioggia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3642,Verona,21/12/2013,"""7""","""5""","""9""","""6""","""92""","""2""","""4""","""7""","""0""","""1035""","""0""","""0""","""pioggia nebbia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3643,Verona,22/12/2013,"""7""","""7""","""8""","""7""","""94""","""0""","""3""","""6""","""0""","""1032""","""0""","""0""","""pioggia nebbia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3644,Verona,23/12/2013,"""8""","""7""","""8""","""7""","""94""","""1""","""4""","""9""","""0""","""1028""","""0""","""0""","""pioggia nebbia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3645,Verona,24/12/2013,"""8""","""7""","""8""","""7""","""93""","""1""","""7""","""15""","""0""","""1022""","""0""","""0""","""pioggia nebbia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3646,Verona,25/12/2013,"""10""","""8""","""12""","""6""","""78""","""7""","""21""","""37""","""0""","""1007""","""0""","""0""","""pioggia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3647,Verona,26/12/2013,"""11""","""9""","""14""","""7""","""77""","""10""","""26""","""39""","""48""","""993""","""0""","""0""","""pioggia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3648,Verona,27/12/2013,"""9""","""4""","""13""","""5""","""75""","""10""","""7""","""15""","""0""","""1009""","""0""","""0""","""pioggia nebbia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3649,Verona,28/12/2013,"""6""","""2""","""11""","""3""","""79""","""10""","""7""","""17""","""0""","""1015""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
3650,Verona,29/12/2013,"""8""","""4""","""9""","""5""","""85""","""4""","""9""","""19""","""0""","""1017""","""0""","""0""","""pioggia nebbia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3651,Verona,30/12/2013,"""7""","""2""","""13""","""2""","""72""","""9""","""7""","""15""","""0""","""1026""","""0""","""0""","""pioggia nebbia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3652,Verona,31/12/2013,"""4""","""0""","""11""","""1""","""74""","""13""","""4""","""9""","""0""","""1023""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
3653,Verona,1/1/2014,"""3""","""-1""","""9""","""2""","""78""","""9""","""5""","""11""","""0""","""1021""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
3654,Verona,2/1/2014,"""4""","""3""","""6""","""3""","""85""","""6""","""4""","""7""","""0""","""1018""","""0""","""0""","""pioggia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3655,Verona,3/1/2014,"""5""","""4""","""7""","""4""","""90""","""3""","""5""","""11""","""0""","""1021""","""0""","""0""","""pioggia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3656,Verona,4/1/2014,"""7""","""6""","""8""","""5""","""90""","""2""","""7""","""17""","""0""","""1016""","""0""","""0""","""pioggia nebbia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3657,Verona,5/1/2014,"""8""","""7""","""9""","""7""","""88""","""3""","""6""","""19""","""0""","""1007""","""0""","""0""","""pioggia nebbia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3658,Verona,6/1/2014,"""7""","""3""","""14""","""4""","""81""","""8""","""5""","""11""","""0""","""1020""","""0""","""0""","""nebbia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3659,Verona,7/1/2014,"""6""","""2""","""11""","""4""","""87""","""4""","""4""","""11""","""0""","""1025""","""0""","""0""","""nebbia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3660,Verona,8/1/2014,"""8""","""4""","""11""","""4""","""79""","""6""","""6""","""13""","""0""","""1027""","""0""","""0""","""nebbia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3661,Verona,9/1/2014,"""4""","""1""","""7""","""3""","""93""","""1""","""4""","""7""","""0""","""1023""","""0""","""0""","""nebbia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3662,Verona,10/1/2014,"""8""","""5""","""9""","""6""","""88""","""1""","""8""","""15""","""0""","""1020""","""0""","""0""","""nebbia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3663,Verona,11/1/2014,"""9""","""7""","""10""","""6""","""85""","""1""","""4""","""7""","""0""","""1023""","""0""","""0""","""nebbia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3664,Verona,12/1/2014,"""7""","""6""","""8""","""5""","""89""","""1""","""5""","""9""","""0""","""1024""","""0""","""0""","""nebbia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3665,Verona,13/1/2014,"""7""","""3""","""9""","""4""","""83""","""3""","""6""","""11""","""0""","""1021""","""0""","""0""","""pioggia nebbia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3666,Verona,14/1/2014,"""7""","""5""","""9""","""5""","""86""","""7""","""14""","""22""","""0""","""1008""","""0""","""0""","""pioggia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3667,Verona,15/1/2014,"""4""","""1""","""7""","""3""","""90""","""2""","""5""","""15""","""0""","""1012""","""0""","""0""","""nebbia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3668,Verona,16/1/2014,"""5""","""4""","""6""","""4""","""92""","""1""","""5""","""9""","""0""","""1016""","""0""","""0""","""pioggia nebbia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3669,Verona,17/1/2014,"""7""","""5""","""10""","""5""","""87""","""5""","""6""","""19""","""0""","""1011""","""0""","""0""","""pioggia nebbia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3670,Verona,18/1/2014,"""7""","""6""","""8""","""6""","""90""","""2""","""5""","""9""","""0""","""1010""","""0""","""0""","""pioggia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3671,Verona,19/1/2014,"""10""","""8""","""12""","""8""","""87""","""5""","""7""","""19""","""0""","""1004""","""0""","""0""","""pioggia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3672,Verona,20/1/2014,"""10""","""9""","""11""","""8""","""90""","""2""","""4""","""9""","""0""","""1002""","""0""","""0""","""pioggia nebbia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3673,Verona,21/1/2014,"""9""","""6""","""13""","""6""","""82""","""9""","""7""","""15""","""0""","""1004""","""0""","""0""","""nebbia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3674,Verona,22/1/2014,"""8""","""4""","""14""","""5""","""80""","""6""","""5""","""9""","""0""","""1011""","""0""","""0""","""nebbia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3675,Verona,23/1/2014,"""8""","""5""","""13""","""5""","""81""","""6""","""4""","""9""","""0""","""1015""","""0""","""0""","""pioggia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3676,Verona,24/1/2014,"""7""","""5""","""9""","""5""","""86""","""5""","""7""","""17""","""0""","""1009""","""0""","""0""","""pioggia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3677,Verona,25/1/2014,"""4""","""0""","""10""","""2""","""82""","""4""","""6""","""11""","""0""","""1010""","""0""","""0""","""nebbia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3678,Verona,26/1/2014,"""5""","""1""","""10""","""0""","""72""","""10""","""10""","""17""","""0""","""1009""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
3679,Verona,27/1/2014,"""6""","""4""","""9""","""3""","""79""","""6""","""7""","""13""","""0""","""1002""","""0""","""0""","""pioggia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3680,Verona,28/1/2014,"""5""","""2""","""8""","""2""","""83""","""7""","""13""","""22""","""0""","""1000""","""0""","""0""","""pioggia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3681,Verona,29/1/2014,"""3""","""-2""","""8""","""0""","""82""","""5""","""13""","""32""","""0""","""1005""","""0""","""0""","""pioggia nebbia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3682,Verona,30/1/2014,"""6""","""3""","""9""","""4""","""85""","""7""","""17""","""35""","""0""","""1008""","""0""","""0""","""pioggia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3683,Verona,31/1/2014,"""8""","""5""","""10""","""6""","""91""","""3""","""11""","""30""","""0""","""1011""","""0""","""0""","""pioggia nebbia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3684,Verona,1/2/2014,"""8""","""6""","""9""","""6""","""91""","""2""","""7""","""13""","""0""","""1011""","""0""","""0""","""pioggia nebbia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3685,Verona,2/2/2014,"""8""","""8""","""9""","""7""","""87""","""3""","""5""","""15""","""0""","""1009""","""0""","""0""","""pioggia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3686,Verona,3/2/2014,"""9""","""8""","""9""","""7""","""85""","""8""","""22""","""35""","""46""","""1013""","""0""","""0""","""pioggia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3687,Verona,4/2/2014,"""8""","""7""","""9""","""6""","""87""","""5""","""7""","""20""","""0""","""1016""","""0""","""0""","""pioggia nebbia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3688,Verona,5/2/2014,"""8""","""7""","""9""","""6""","""88""","""3""","""13""","""28""","""0""","""1012""","""0""","""0""","""pioggia nebbia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3689,Verona,6/2/2014,"""8""","""5""","""12""","""4""","""75""","""10""","""11""","""22""","""0""","""1013""","""0""","""0""","""pioggia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3690,Verona,7/2/2014,"""7""","""4""","""10""","""5""","""82""","""5""","""11""","""26""","""0""","""1013""","""0""","""0""","""pioggia nebbia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3691,Verona,8/2/2014,"""8""","""5""","""10""","""5""","""84""","""5""","""8""","""15""","""0""","""1009""","""0""","""0""","""pioggia nebbia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3692,Verona,9/2/2014,"""7""","""4""","""10""","""4""","""81""","""7""","""17""","""41""","""59""","""1003""","""0""","""0""","""pioggia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3693,Verona,10/2/2014,"""6""","""4""","""7""","""4""","""84""","""8""","""19""","""37""","""56""","""1005""","""0""","""0""","""pioggia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3694,Verona,11/2/2014,"""8""","""6""","""10""","""6""","""85""","""5""","""8""","""17""","""0""","""1006""","""0""","""0""","""pioggia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3695,Verona,12/2/2014,"""9""","""5""","""14""","""4""","""70""","""8""","""15""","""35""","""0""","""1008""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
3696,Verona,13/2/2014,"""6""","""2""","""10""","""4""","""82""","""5""","""9""","""19""","""0""","""1010""","""0""","""0""","""pioggia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3697,Verona,14/2/2014,"""8""","""4""","""14""","""4""","""69""","""12""","""10""","""24""","""0""","""1011""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
3698,Verona,15/2/2014,"""8""","""5""","""10""","""4""","""75""","""9""","""6""","""11""","""0""","""1016""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
3699,Verona,16/2/2014,"""10""","""8""","""14""","""6""","""79""","""6""","""5""","""13""","""0""","""1015""","""0""","""0""","""pioggia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3700,Verona,17/2/2014,"""11""","""8""","""15""","""8""","""82""","""6""","""7""","""17""","""0""","""1014""","""0""","""0""","""pioggia nebbia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3701,Verona,18/2/2014,"""9""","""4""","""13""","""6""","""81""","""7""","""5""","""11""","""0""","""1021""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
3702,Verona,19/2/2014,"""10""","""8""","""13""","""9""","""90""","""7""","""10""","""24""","""0""","""1014""","""0""","""0""","""pioggia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3703,Verona,20/2/2014,"""10""","""9""","""11""","""7""","""83""","""8""","""10""","""28""","""0""","""1015""","""0""","""0""","""pioggia nebbia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3704,Verona,21/2/2014,"""10""","""7""","""14""","""7""","""77""","""8""","""8""","""17""","""0""","""1013""","""0""","""0""","""pioggia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3705,Verona,22/2/2014,"""9""","""6""","""12""","""6""","""82""","""8""","""8""","""15""","""0""","""1014""","""0""","""0""","""pioggia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3706,Verona,23/2/2014,"""8""","""3""","""13""","""3""","""70""","""8""","""7""","""13""","""0""","""1022""","""0""","""0""","""nebbia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3707,Verona,24/2/2014,"""8""","""2""","""15""","""3""","""66""","""19""","""7""","""15""","""0""","""1022""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
3708,Verona,25/2/2014,"""8""","""2""","""14""","""3""","""71""","""7""","""6""","""13""","""0""","""1020""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
3709,Verona,26/2/2014,"""9""","""7""","""13""","""7""","""83""","""5""","""11""","""24""","""0""","""1020""","""0""","""0""","""pioggia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3710,Verona,27/2/2014,"""9""","""6""","""13""","""6""","""79""","""9""","""7""","""13""","""0""","""1020""","""0""","""0""","""pioggia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3711,Verona,28/2/2014,"""8""","""4""","""12""","""5""","""78""","""6""","""13""","""32""","""0""","""1011""","""0""","""0""","""pioggia nebbia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3712,Verona,1/3/2014,"""8""","""7""","""11""","""4""","""74""","""10""","""36""","""50""","""65""","""1000""","""0""","""0""","""pioggia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3713,Verona,2/3/2014,"""8""","""7""","""11""","""6""","""83""","""9""","""12""","""30""","""0""","""1000""","""0""","""0""","""pioggia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3714,Verona,3/3/2014,"""10""","""5""","""14""","""6""","""78""","""7""","""11""","""20""","""0""","""998""","""0""","""0""","""pioggia nebbia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3715,Verona,4/3/2014,"""10""","""9""","""13""","""5""","""67""","""10""","""18""","""35""","""0""","""997""","""0""","""0""","""pioggia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3716,Verona,5/3/2014,"""11""","""8""","""16""","""5""","""64""","""9""","""8""","""17""","""0""","""1010""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
3717,Verona,6/3/2014,"""13""","""6""","""18""","""4""","""49""","""13""","""8""","""15""","""0""","""1019""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
3718,Verona,7/3/2014,"""11""","""5""","""17""","""4""","""63""","""12""","""9""","""15""","""0""","""1023""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
3719,Verona,8/3/2014,"""11""","""5""","""17""","""5""","""67""","""10""","""9""","""22""","""0""","""1028""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
3720,Verona,9/3/2014,"""11""","""4""","""17""","""4""","""66""","""6""","""7""","""13""","""0""","""1030""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
3721,Verona,10/3/2014,"""11""","""6""","""17""","""3""","""59""","""8""","""14""","""32""","""0""","""1024""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
3722,Verona,11/3/2014,"""11""","""6""","""15""","""3""","""60""","""9""","""11""","""26""","""0""","""1025""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
3723,Verona,12/3/2014,"""12""","""4""","""19""","""3""","""57""","""14""","""7""","""13""","""0""","""1029""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
3724,Verona,13/3/2014,"""12""","""5""","""19""","""4""","""59""","""10""","""7""","""15""","""0""","""1028""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
3725,Verona,14/3/2014,"""13""","""5""","""20""","""5""","""61""","""7""","""6""","""11""","""0""","""1025""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
3726,Verona,15/3/2014,"""12""","""7""","""19""","""7""","""72""","""3""","""9""","""22""","""0""","""1017""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
3727,Verona,16/3/2014,"""12""","""6""","""19""","""8""","""76""","""2""","""8""","""17""","""0""","""1015""","""0""","""0""","""nebbia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3728,Verona,17/3/2014,"""10""","""6""","""16""","""8""","""88""","""1""","""8""","""15""","""0""","""1018""","""0""","""0""","""nebbia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3729,Verona,18/3/2014,"""11""","""6""","""16""","""8""","""86""","""1""","""5""","""7""","""0""","""1019""","""0""","""0""","""nebbia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3730,Verona,19/3/2014,"""13""","""8""","""18""","""9""","""76""","""2""","""8""","""13""","""0""","""1020""","""0""","""0""","""nebbia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3731,Verona,20/3/2014,"""13""","""8""","""20""","""8""","""72""","""3""","""9""","""17""","""0""","""1025""","""0""","""0""","""nebbia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3732,Verona,21/3/2014,"""13""","""8""","""20""","""7""","""66""","""5""","""7""","""17""","""0""","""1020""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
3733,Verona,22/3/2014,"""13""","""11""","""16""","""9""","""78""","""4""","""6""","""11""","""0""","""1014""","""0""","""0""","""pioggia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3734,Verona,23/3/2014,"""11""","""7""","""17""","""7""","""76""","""8""","""13""","""30""","""0""","""1002""","""0""","""0""","""pioggia temporale """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3735,Verona,24/3/2014,"""9""","""7""","""13""","""4""","""66""","""11""","""15""","""32""","""0""","""1006""","""0""","""0""","""pioggia temporale """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3736,Verona,25/3/2014,"""8""","""3""","""12""","""3""","""71""","""11""","""13""","""28""","""0""","""1009""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
3737,Verona,26/3/2014,"""10""","""7""","""14""","""2""","""55""","""11""","""21""","""37""","""0""","""1011""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
3738,Verona,27/3/2014,"""13""","""10""","""17""","""2""","""47""","""11""","""21""","""43""","""0""","""1010""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
3739,Verona,28/3/2014,"""14""","""9""","""19""","""4""","""52""","""10""","""8""","""13""","""0""","""1015""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
3740,Verona,29/3/2014,"""14""","""8""","""21""","""5""","""55""","""11""","""6""","""11""","""0""","""1022""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
3741,Verona,30/3/2014,"""15""","""8""","""21""","""6""","""60""","""10""","""6""","""13""","""0""","""1019""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
3742,Verona,31/3/2014,"""15""","""7""","""23""","""7""","""61""","""7""","""10""","""24""","""0""","""1015""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
3743,Verona,1/4/2014,"""14""","""8""","""21""","""8""","""66""","""9""","""9""","""20""","""0""","""1014""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
3744,Verona,2/4/2014,"""14""","""9""","""20""","""9""","""72""","""9""","""9""","""20""","""0""","""1014""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
3745,Verona,3/4/2014,"""14""","""10""","""18""","""11""","""80""","""6""","""12""","""26""","""0""","""1012""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
3746,Verona,4/4/2014,"""15""","""11""","""18""","""9""","""69""","""9""","""25""","""43""","""57""","""1008""","""0""","""0""","""pioggia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3747,Verona,5/4/2014,"""15""","""13""","""18""","""11""","""77""","""10""","""9""","""28""","""0""","""1010""","""0""","""0""","""pioggia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3748,Verona,6/4/2014,"""17""","""11""","""23""","""10""","""66""","""14""","""7""","""13""","""0""","""1016""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
3749,Verona,7/4/2014,"""18""","""11""","""25""","""10""","""59""","""10""","""5""","""11""","""0""","""1019""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
3750,Verona,8/4/2014,"""18""","""12""","""23""","""11""","""65""","""9""","""9""","""19""","""0""","""1017""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
3751,Verona,9/4/2014,"""15""","""11""","""21""","""9""","""67""","""11""","""12""","""26""","""0""","""1018""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
3752,Verona,10/4/2014,"""15""","""8""","""21""","""6""","""59""","""14""","""8""","""13""","""0""","""1018""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
3753,Verona,11/4/2014,"""14""","""8""","""19""","""8""","""66""","""11""","""16""","""30""","""0""","""1017""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
3754,Verona,12/4/2014,"""15""","""9""","""19""","""7""","""57""","""10""","""8""","""19""","""0""","""1017""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
3755,Verona,13/4/2014,"""14""","""11""","""19""","""9""","""69""","""10""","""5""","""13""","""0""","""1018""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
3756,Verona,14/4/2014,"""16""","""9""","""24""","""10""","""67""","""8""","""13""","""32""","""0""","""1014""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
3757,Verona,15/4/2014,"""13""","""10""","""17""","""6""","""65""","""11""","""11""","""24""","""0""","""1014""","""0""","""0""","""pioggia temporale """,,,,,,,,,,,,,,,,,,,,,,,,,,,
3758,Verona,16/4/2014,"""11""","""5""","""17""","""2""","""43""","""12""","""10""","""19""","""0""","""1021""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
